4,4.1.1, Understand Input-Process-Output model                                  ,swjob6iZtR4,Inputs and processes and outputs
4,4.1.2, Understand other models - Sequential. Parallel. multiagent             ,agQSHfHhvZI,Machines & Computational Models
4,4.2.1, Components of a Computer system                                        ,HB4I2CgkcCo,Inside a Computer
4,4.2.2, Different types of memory                                              ,pwU3WJwQ-8Q,Different types of memory
4,4.2.2, Different types of memory                                              ,gcGukgVt-4c,RAM and ROM
4,4.2.3, Understand the components of a CPU                                     ,P1vhlsmUafk,Common CPU components and their function
4,4.2.3, Understand the components of a CPU                                     ,U3rbQnl27Ok,Von Neumann architecture
4,4.2.3, Understand the components of a CPU                                     ,G532hn8cQq0,The fetch-execute cycle
4,4.2.4, Understand how data is stored on secondary devices                     ,YRPYYo1_rbw,The need for secondary storage
4,4.2.4, Understand how data is stored on secondary devices                     ,eLu6C9mrIog,Common types of storage
4,4.2.4, Understand how data is stored on secondary devices                     ,dCmEvZiFsMs,Suitable storage devices and storage media
4,4.2.5, Understand cloud storage                                               ,b1tXebPtMGg,Cloud storage
4,4.2.6, Understand embedded systems and their functions                        ,cThQtOYUAp,Embedded systems
4,4.2.6, Understand embedded systems and their functions                        ,97QwF3R70RA,The Internet of Things
4,4.3.1, Construct and Interpret truth tables                                   ,jN9WtjyjXf4,Simple logic diagrams
4,4.3.1, Construct and Interpret truth tables                                   ,U7dbx9fllLc,Truth tables
4,4.3.1, Construct and Interpret truth tables                                   ,M7h8XBjp0-s,Combining Boolean operators
4,4.3.1, Construct and Interpret truth tables                                   ,vPG5c-RJtog,Applying logical operators in truth tables
4,4.3.2, Produce a logic statement for a given problem                          ,,
4,4.4.1, Know what an operating system is                                       ,TNW1qzeEA0w,The purpose and functionality of operating systems
4,4.4.1, Know what an operating system is                                       ,CZEhQLrYgDM,Operating systems - Part 1
4,4.4.1, Know what an operating system is                                       ,QCwWO_tR3rA,Operating systems - Part 2
4,4.4.2, Know what utility software is                                          ,lNjIZu-b2Cs,Utility software
4,4.4.3, Understand simulations                                                 ,,
4,4.4.4, understand what applications are                                       ,FxSTo0u638w,Application and System Software
4,4.5, Programming Languages                                                  ,,
4,4.5.1, Understand high and low level programming                              ,oONakZsHYdU,Different languages
4,4.5.2, What is an assembler. interpreter                                      ,phpLmogTH0k,Characteristics of compilers and interpreters
4,3.1, Binary                                                                 ,,
4,3.1.1, Use binary to represent data and values                                ,UFx7be6La34,Bit Patterns
4,3.1.1, Use binary to represent data and values                                ,Rold-Go3dH8,Number Bases
4,3.1.2, Unsigned integers. signed integers. sign and magnitude. 2's compliment ,JTyzCpAmn0k,Signed integers using two's complement
4,3.1.3, Convert between binary and denary 0-255                                ,AMNunPK_5X4,Converting between denary and 8-bit binary
4,3.1.4,Adds. shift (logical and arithmetic) & overflow                       ,a7Y70XrchL8,Adding two 8-bit binary integers
4,3.1.4,Adds. shift (logical and arithmetic) & overflow                       ,aKMLNZNzfnY,Binary shifts
4,3.1.4,Adds. shift (logical and arithmetic) & overflow                       ,Q7t9-Sq_4Ww,Overflow in Signed and Unsigned Numbers
4,3.1.5, Convert hexadecimal                                                    ,BVnfQ-4s8hw,Converting between denary and 2-digit hexadecimal
4,3.1.5, Convert hexadecimal                                                    ,LDEmZwsP5EQ,Why hexadecimal is used in computer science
4,3.2, Data representation                                                    ,BVnfQ-4s8hw,Converting between denary and 2-digit hexadecimal
4,3.2.1, Ascii and Unicode                                                      ,DWu2Wkq-3qc,Representing characters and character sets
4,3.2.2, Bitmaps. Pixels. Resolution. colour depth                              ,seFLJeDZKZM,Representing images
4,3.2.3, Sound. analogue                                                        ,njKRZsU1LJw,Representing sound
4,3.2.4, Limitations (sampling frequency. resolution)                           ,v7RwEnirp7I,Sample resolution and rate
4,3.3, Data storage and compression                                           ,,
4,3.3.1, Use and convert binary multiples (KiB. Kb . etc)                       ,tseF3GYCzqA,Units of data storage
4,3.3.2, Need and methods of compressing data                                   ,dUeXdcnhekI,Compression
4,3.3.3, Lossless RLE                                                           ,UyOARO7UVdw,Compression Run length encoding
4,3.3.4, Calculate file storage                                                 ,KzgbVfnJ7I4,Data capacity calculations
4,3.4, Encryption                                                             ,,
4,3.4.1, Why do we need Data Encryption?                                        ,UYqMu0PqeCE,Symmetric & asymmetric encryption
4,3.4.2, Understand key encryption algorithms                                   ,kS9CnbhytV0,Caesar cipher
4,3.4.2, Understand key encryption algorithms                                   ,wKjRwJTXQH4,The Rail Fence Cipher
4,3.4.2, Understand key encryption algorithms                                   ,SkJcmCaHqS0,Vigenere CIpher
4,3.4.2, Understand key encryption algorithms                                   ,vZrTJOhALmA,The Pigpen Cipher
4,5.1, Networks                                                               ,,
4,5.1.1, understand why computers are connected in a network                    ,,
4,5.1.2, Different types of network                                             ,Gpc6ygOmFXk,Types of networks
4,5.1.3, Understand wired and wireless connectivity                             ,BYQHw3-zh0I,Wired and wireless networks and performance
4,5.1.4, Network speeds are measured in Mbps. Gbps                              ,ogYkyqce7V4,Network speeds
4,5.1.5, Understand the role of protocols                                       ,W8IfrXeKKzc,Common protocols
4,5.1.5, Understand the role of protocols                                       ,a_H12Cq5BCs,TCP/IP protocol model
4,5.1.6,4 layer network model                                                  ,S6Kwx5ZJpxg,The concept of layers
4,5.1.7,Topologies                                                             ,OxOPNMddAhw,Network topologies
4,5.1.7,Topologies                                                             ,PR51Iu3DC88,Star and mesh networks
4,5.1.8,Different communication standards (3G. 4G. etc)                        ,bGxhPG3H5BQ,Evolution of Mobile Standards
4,5.2,Network security                                                       ,,
4,5.2.1,Undersstand the importance of Network Security                         ,6pQujBe-q-Y,Importance of network security
4,5.2.2,Understand security issues assoc with cloud                            ,b1tXebPtMGg,Cloud storage
4,5.2.3,Understand different forms of attack                                   ,jlvvek8n5g8,Threats to networks
4,5.2.4,Understand methods of identifying vulnerablities                       ,BtL0QKrpIes,Ways of identifying network vulnerabilities
4,5.2.5,Understand how to protect from cyber attacks                           ,L--DKmcINeQ,Methods of protecting networks
4,5.3,The internet and the world wide web                                    ,,
4,5.3.1,Understand internet                                                    ,aMhIeEnrOWI,How the internet is structured
4,5.3.2,Understand www                                                         ,re7mZQa92_g,Difference between the internet and the world wide
4,5.3.3,Undertsand iP addressing                                               ,AFBdc6SA854,How web pages are located
4,5.3.3,Undertsand iP addressing                                               ,p9D0Ca3VNpM,IP and MAC addressing
4,5.3.4,Understand network components used to access internet                  ,0VZz19fBOUQ,LAN hardware